text	who	ageGroup	soc	sex	u	s	w	c	unclear
KCR	PS1CA	Ag3	C1	m	0	0	0	0	0
KCR	PS1CB	Ag3	UU	f	153	315	2725	410	44
KCR	PS1CC	Ag3	C1	f	170	227	1036	223	15
KCR	PS1CD	Ag1	C1	f	18	33	139	35	4
KCS	KCSPS000	X	UU	u	26	26	92	5	0
KCS	KCSPS001	X	UU	u	192	201	1700	163	2
KCS	KCSPS002	X	UU	u	11	9	68	6	0
KCS	KCSPSUGP	X	UU	u	176	0	0	0	176
KCS	KCSPSUNK	X	UU	u	25	26	149	12	0
KCS	PS1F1	Ag5	C1	m	1044	1059	10548	961	11
KCS	PS1F2	Ag5	C1	f	617	634	5959	514	18
KCS	PS1F3	Ag5	UU	m	632	640	5574	490	11
KCS	PS1F4	Ag5	UU	m	109	113	1123	100	4
KCT	KCTPSUGP	X	UU	u	36	8	16	9	24
KCT	KCTPSUNK	X	UU	u	51	35	147	32	34
KCT	PS0FP	Ag3	C2	f	4447	5008	37923	5128	559
KCT	PS0FR	Ag0	C2	m	1902	2070	10574	2065	506
KCT	PS0FS	Ag3	C2	m	2601	2957	25797	3211	843
KCT	PS0FU	Ag2	UU	f	16	13	70	8	12
KCT	PS0FX	Ag3	UU	f	1013	1314	9982	1383	203
KCT	PS0G0	Ag5	UU	f	726	788	4880	726	181
KCT	PS0G1	Ag5	UU	m	384	328	1874	236	268
KCT	PS0G2	Ag5	UU	f	543	695	4805	690	95
KCT	PS0G3	Ag5	UU	m	166	173	959	177	40
KCT	PS0G4	Ag4	UU	m	160	165	1260	159	51
KCT	PS0G5	Ag4	UU	f	153	179	2202	210	78
KCT	PS0G7	Ag1	UU	f	274	279	2604	313	38
KCT	PS0G8	Ag3	UU	f	55	54	380	59	14
KCT	PS0G9	Ag3	UU	m	8	7	22	7	1
KCT	PS0GA	Ag4	UU	f	107	116	1038	112	57
KCT	PS0GE	Ag0	UU	m	19	25	200	28	1
KCU	KCUPSUGP	X	UU	u	0	0	0	0	0
KCU	KCUPSUNK	X	UU	u	430	68	422	51	271
KCU	PS0GF	Ag1	DE	f	2757	3148	15926	3395	152
KCU	PS0GG	Ag2	DE	m	2488	2919	15263	3244	250
KCU	PS0GH	Ag0	DE	f	445	458	727	436	95
KCU	PS0GJ	Ag1	UU	f	2090	2190	11671	2336	172
KCU	PS0GK	Ag2	UU	m	1747	1878	9988	1929	207
KCU	PS0GL	Ag0	UU	m	43	35	103	33	11
KCV	KCVPSUGP	X	UU	u	0	0	0	0	0
KCV	KCVPSUNK	X	UU	u	5	4	23	5	0
KCV	PS0H7	Ag4	AB	f	2406	3121	17526	3788	1281
KCV	PS125	Ag4	AB	m	478	486	3371	454	145
KCV	PS126	Ag2	UU	m	2106	2116	13741	2614	1018
KCW	KCWPSUGP	X	UU	u	41	2	17	0	24
KCW	KCWPSUNK	X	UU	u	531	593	2672	636	98
KCW	PS0H8	Ag1	AB	f	1361	1719	9172	1994	71
KCW	PS127	Ag3	AB	f	404	487	2945	526	78
KCW	PS128	Ag0	AB	f	186	204	966	231	31
KCW	PS129	Ag0	AB	f	212	247	1089	278	38
KCW	PS12A	Ag3	UU	f	182	277	1828	346	13
KCW	PS12B	Ag0	UU	f	96	105	440	102	24
KCW	PS12C	Ag0	UU	f	735	928	4697	1006	96
KCW	PS12D	Ag0	UU	f	24	27	135	28	8
KCW	PS12E	Ag1	UU	f	324	389	1887	412	75
KCX	KCXPSUGP	X	UU	u	29	1	1	0	12
KCX	KCXPSUNK	X	UU	u	302	298	1732	302	107
KCX	PS1FC	Ag3	C2	f	3286	4857	39423	5995	454
KCX	PS1FD	Ag4	UU	f	300	396	3211	503	53
KCX	PS1FE	Ag3	UU	f	1584	1812	11241	2040	172
KCX	PS1FF	Ag3	UU	m	11	14	127	18	0
KCX	PS1FG	Ag3	UU	f	526	596	3547	685	79
KCX	PS1FH	Ag3	C2	m	445	524	2933	563	85
KCX	PS1FJ	Ag0	UU	f	347	377	2033	385	91
KCX	PS1FK	Ag2	UU	f	148	151	1065	177	30
KCY	KCYPSUGP	X	UU	u	506	0	0	0	513
KCY	KCYPSUNK	X	UU	u	42	40	185	12	1
KCY	PS0H9	Ag3	C2	m	1576	1627	17768	1632	10
KCY	PS0HA	Ag2	C2	m	84	85	748	61	1
KCY	PS0HB	Ag2	UU	m	228	245	2814	288	1
KCY	PS0HC	Ag3	UU	m	139	136	944	65	1
KCY	PS0HD	Ag3	UU	f	137	138	1580	128	1
KCY	PS0HE	Ag3	UU	m	87	89	639	62	0
KCY	PS0HF	Ag5	UU	m	13	13	119	2	0
KCY	PS0HG	Ag5	UU	f	4	4	13	1	0
KCY	PS0HH	Ag4	UU	m	123	124	877	55	0
KD0	KD0PSUGP	X	UU	u	555	56	86	48	362
KD0	KD0PSUNK	X	UU	u	2106	1807	8364	1587	831
KD0	PS0HM	Ag3	C1	m	3029	3719	25943	4118	741
KD0	PS0HN	Ag0	C1	m	2329	2834	14741	2824	733
KD0	PS0HP	Ag3	C1	f	2563	2880	21311	3057	715
KD0	PS0HR	Ag2	UU	f	429	448	1819	391	162
KD0	PS0HS	Ag5	UU	m	493	528	2417	477	115
KD0	PS0HT	Ag3	UU	m	350	375	1973	341	104
KD0	PS0HU	Ag3	UU	f	270	264	1491	232	103
KD0	PS0HV	Ag2	UU	m	89	83	495	86	37
KD0	PS0HW	Ag0	UU	f	88	74	330	56	47
KD0	PS0HX	Ag5	UU	f	79	72	316	54	25
KD0	PS0HY	Ag5	UU	f	654	607	2989	538	217
KD0	PS0J0	Ag1	UU	m	211	205	1077	202	68
KD0	PS1KN	X	UU	u	1	1	3	1	0
KD1	KD1PSUGP	X	UU	u	0	0	0	0	0
KD1	KD1PSUNK	X	UU	u	663	67	620	51	598
KD1	PS0JA	Ag2	C2	f	2032	2137	23000	2156	0
KD1	PS0JB	Ag0	C2	f	1046	1097	8609	1193	0
KD1	PS0JC	Ag2	UU	f	804	796	6011	513	1
KD1	PS0JD	X	UU	f	24	25	108	14	0
KD1	PS0JE	Ag2	UU	f	255	248	1717	134	0
KD1	PS0JF	Ag0	C2	m	745	716	2987	387	2
KD1	PS0JG	Ag4	UU	m	12	13	49	3	0
KD1	PS0JH	Ag0	UU	m	88	84	274	26	0
KD2	KD2PSUGP	X	UU	u	0	0	0	0	0
KD2	KD2PSUNK	X	UU	u	70	94	385	102	16
KD2	PS0J1	Ag1	C1	f	902	1224	7516	1383	110
KD2	PS0J2	Ag5	UU	f	12	16	91	15	0
KD2	PS0J3	Ag4	DE	m	372	467	2686	536	32
KD2	PS0J4	Ag4	DE	f	311	401	2031	420	83
KD2	PS0J5	Ag1	DE	m	46	44	188	40	7
KD2	PS0J6	Ag2	DE	m	5	7	25	7	2
KD2	PS0J7	Ag1	C1	f	731	966	5541	1067	81
KD2	PS0J8	Ag4	UU	m	71	93	491	107	4
KD2	PS0J9	Ag4	UU	f	298	449	2532	529	20
KD3	KD3PSUGP	X	UU	u	0	0	0	0	0
KD3	KD3PSUNK	X	UU	u	492	29	59	25	468
KD3	PS0JJ	Ag2	C2	f	2157	3199	18680	3644	279
KD3	PS0JK	X	C2	m	97	27	48	30	18
KD3	PS0JL	Ag2	C2	m	1574	1999	11997	2099	266
KD3	PS0JP	Ag2	UU	f	78	90	521	110	39
KD3	PS0JR	Ag4	UU	f	386	526	4209	589	49
KD3	PS0JS	Ag2	UU	f	64	93	508	105	32
KD3	PS0JT	Ag0	UU	m	34	29	49	35	11
KD4	KD4PSUGP	X	UU	u	62	2	2	2	60
KD4	KD4PSUNK	X	UU	u	6	6	129	16	2
KD4	PS0JW	Ag2	AB	f	294	358	3644	445	57
KD4	PS138	Ag3	UU	f	210	241	1995	245	104
KD4	PS13A	Ag0	AB	m	10	8	66	5	3
KD4	PS13B	Ag0	AB	f	66	58	243	63	23
KD4	PS13C	Ag3	AB	m	188	214	1544	241	61
KD5	KD5PSUGP	X	UU	u	41	0	0	0	9
KD5	KD5PSUNK	X	UU	u	779	832	4690	928	333
KD5	PS0JX	Ag2	C1	m	2643	3310	19701	3799	454
KD5	PS0JY	Ag2	C1	f	1420	1691	9475	2059	547
KD5	PS0K0	Ag5	UU	m	396	441	2433	536	179
KD5	PS0K1	Ag4	UU	f	229	262	1443	324	69
KD5	PS0K2	Ag2	UU	f	135	150	812	159	15
KD5	PS0K3	Ag5	UU	m	42	45	255	56	8
KD5	PS0K4	Ag5	UU	f	105	128	678	138	11
KD5	PS0K5	Ag2	UU	m	308	326	2292	315	83
KD5	PS0K6	Ag2	UU	f	309	327	1495	350	70
KD5	PS0K7	Ag2	UU	m	278	336	1991	360	55
KD5	PS0K8	Ag2	UU	m	672	847	4637	940	84
KD5	PS0K9	Ag2	UU	m	432	588	4462	678	288
KD5	PS0KA	Ag2	UU	m	108	126	738	144	16
KD5	PS0KB	Ag1	UU	m	53	68	371	78	11
KD5	PS0KC	Ag2	UU	m	63	76	374	78	19
KD5	PS0KD	Ag1	UU	m	63	76	361	83	13
KD5	PS0KE	Ag2	UU	f	26	28	90	26	9
KD5	PS0KF	Ag2	UU	m	5	8	45	8	3
KD5	PS0KG	Ag3	UU	f	11	13	87	9	10
KD5	PS0KH	Ag3	UU	m	46	50	266	62	11
KD5	PS0KJ	Ag1	UU	m	81	93	540	103	19
KD5	PS0KK	Ag3	UU	m	9	10	45	15	4
KD5	PS0KL	Ag2	UU	m	87	104	700	117	13
KD5	PS0KM	Ag3	UU	m	37	46	202	51	11
KD6	KD6PSUGP	X	UU	u	0	0	0	0	0
KD6	KD6PSUNK	X	UU	u	576	40	453	48	538
KD6	PS0KN	Ag1	DE	m	1658	1650	14805	1437	14
KD6	PS13K	Ag3	DE	f	1867	1846	19104	2017	31
KD6	PS13L	Ag0	DE	m	247	247	1056	115	0
KD6	PS13M	Ag3	DE	m	379	380	3244	224	4
KD6	PS13N	Ag0	DE	m	368	362	1961	169	7
KD6	PS13P	Ag1	UU	m	158	161	1310	121	8
KD6	PS13R	Ag1	UU	m	23	23	154	11	0
KD6	PS13S	Ag1	UU	f	12	12	79	5	0
KD7	KD7PSUGP	X	UU	u	0	0	0	0	0
KD7	KD7PSUNK	X	UU	u	478	346	1747	365	284
KD7	PS0KP	Ag3	C1	m	1039	1288	7646	1360	169
KD7	PS0KR	Ag3	C1	f	454	549	3321	611	159
KD7	PS0KS	Ag0	C1	m	385	430	2228	407	97
KD7	PS0KT	Ag0	C1	f	393	440	1639	402	109
KD7	PS0KU	Ag0	C1	m	314	351	1441	258	69
KD7	PS0KV	X	UU	m	286	406	2672	501	50
KD8	KD8PSUGP	X	UU	u	488	0	0	0	456
KD8	KD8PSUNK	X	UU	u	1194	1286	10015	1236	280
KD8	PS0LK	Ag2	C1	f	4025	5081	41383	5398	466
KD8	PS0LL	Ag2	C1	m	1175	1307	9018	1339	272
KD8	PS0LM	Ag4	UU	f	1000	1089	7179	1153	239
KD8	PS0LN	Ag4	UU	m	165	162	1478	139	15
KD8	PS0LP	Ag4	UU	m	367	351	2096	294	64
KD8	PS0LR	Ag5	UU	f	593	774	4687	859	215
KD8	PS0LS	Ag4	UU	m	150	166	1043	158	36
KD8	PS0LT	Ag3	UU	m	89	134	1058	133	19
KD8	PS0LU	Ag2	UU	m	329	438	3958	531	56
KD9	PS001	X	UU	u	37	1	2	1	30
KD9	PS1G2	Ag1	C2	m	823	1054	5381	1144	226
KD9	PS1G3	Ag3	C2	f	212	266	2223	300	126
KD9	PS1G4	Ag0	C2	f	11	6	14	5	7
KD9	PS1G5	Ag0	C2	m	43	23	87	22	26
KD9	PS1G6	Ag1	UU	m	364	355	1651	380	209
KD9	PS1G7	Ag1	UU	m	4	5	33	9	1
KD9	PS1G8	Ag1	UU	m	394	581	2441	645	126
KD9	PS1G9	Ag1	UU	f	18	14	49	14	3
KD9	PS1GA	Ag1	UU	f	41	52	183	50	7
KD9	PS1GB	Ag3	UU	m	31	32	140	30	11
KD9	PS1GC	Ag1	UU	m	49	63	270	71	15
KD9	PS1GD	Ag1	UU	f	8	8	31	7	2
KD9	PS6TK	X	UU	u	318	328	1466	353	141
KDA	KDAPSUGP	X	UU	u	597	19	47	20	558
KDA	KDAPSUNK	X	UU	u	3310	3305	21779	3619	2132
KDA	PS1GE	Ag2	C2	m	2028	2338	23488	3210	1005
KDA	PS1GF	Ag1	DE	m	1734	1992	22871	2837	982
KDA	PS1GG	Ag1	DE	m	160	240	1534	277	63
KDA	PS1GH	Ag1	UU	m	141	187	1165	202	59
KDA	PS1GJ	Ag1	UU	m	257	412	3609	454	89
KDA	PS1GK	Ag2	UU	m	4	4	29	5	4
KDA	PS1GL	Ag1	UU	m	206	253	1517	250	85
KDA	PS1GM	Ag3	UU	m	53	52	332	52	29
KDA	PS1GN	Ag2	UU	m	5	6	57	12	4
KDA	PS1GP	Ag1	UU	m	1	2	5	2	0
KDB	KDBPSUGP	X	UU	u	50	7	13	4	39
KDB	KDBPSUNK	X	UU	u	777	791	4019	706	291
KDB	PS0KY	Ag1	C1	f	947	1114	8731	1140	173
KDB	PS0L0	X	UU	u	71	66	225	49	19
KDB	PS0L1	X	UU	u	13	14	71	16	3
KDB	PS0L2	X	UU	u	280	299	1626	287	82
KDB	PS0L3	X	UU	u	5	4	18	2	1
KDB	PS0L4	X	UU	u	30	29	117	29	11
KDB	PS0L5	Ag1	UU	f	39	40	213	33	13
KDB	PS0L6	Ag1	UU	f	200	302	2402	332	55
KDB	PS0L7	Ag1	UU	f	102	96	461	88	39
KDC	KDCPSUGP	X	UU	u	0	0	0	0	0
KDC	KDCPSUNK	X	UU	u	62	72	1034	152	21
KDC	PS19Y	Ag1	C2	m	5	5	14	1	0
KDC	PS1A4	Ag1	UU	m	10	10	40	3	0
KDC	PS1A5	Ag1	UU	m	4	4	13	1	0
KDC	PS1A6	Ag1	UU	m	3	3	5	2	0
KDD	PS0KW	Ag5	C2	m	72	70	385	75	3
KDD	PS0KX	Ag5	C2	f	78	170	1951	225	10
KDE	KDEPSUGP	X	UU	u	0	0	0	0	0
KDE	KDEPSUNK	X	UU	u	4	3	9	3	2
KDE	PS0M4	Ag2	C2	f	1359	2111	14770	2225	253
KDE	PS0M5	Ag0	C2	m	1080	1386	7767	1465	256
KDE	PS13T	Ag2	C2	m	249	295	1376	276	63
KDE	PS13U	Ag2	UU	f	121	122	660	92	53
KDE	PS13X	Ag5	UU	m	98	200	1802	298	12
KDF	KDFPSUGP	X	UU	u	0	0	0	0	0
KDF	KDFPSUNK	X	UU	u	13	16	62	17	2
KDF	PS0M6	Ag2	C2	f	98	237	1081	281	21
KDF	PS0M7	Ag4	UU	f	23	30	172	34	5
KDF	PS0M8	Ag0	C2	m	49	37	47	37	13
KDF	PS0M9	Ag3	C2	m	18	29	110	30	10
KDG	KDGPSUGP	X	UU	u	1	1	3	1	0
KDG	KDGPSUNK	X	UU	u	477	555	2214	575	121
KDG	PS0MA	Ag2	C1	f	484	735	3551	859	91
KDG	PS0MB	X	UU	u	31	36	181	37	8
KDG	PS0MC	X	UU	u	93	104	514	113	16
KDG	PS0MD	Ag2	C1	m	403	568	3185	670	141
KDG	PS0ME	X	UU	u	45	49	237	46	10
KDG	PS0MF	Ag1	UU	m	98	109	450	104	46
KDG	PS0MG	X	UU	u	197	301	1533	362	47
KDG	PS0MH	X	UU	u	77	107	541	137	30
KDG	PS0MJ	X	UU	u	123	143	654	171	47
KDH	KDHPSUGP	X	UU	u	2	0	0	0	0
KDH	KDHPSUNK	X	UU	u	2	2	2	2	0
KDH	PS0MX	Ag2	C2	m	276	347	1359	363	57
KDH	PS0MY	Ag0	C2	m	602	970	3792	1012	138
KDH	PS0N0	Ag0	C2	m	495	670	2485	681	111
KDH	PS0N1	Ag2	C2	f	195	275	1273	308	69
KDJ	KDJPSUGP	X	UU	u	0	0	0	0	0
KDJ	KDJPSUNK	X	UU	u	150	34	214	22	121
KDJ	PS0N3	Ag2	C1	f	314	310	2143	215	5
KDJ	PS0N4	Ag4	C1	m	691	773	10592	1205	3
KDJ	PS0N5	Ag2	UU	f	440	443	3862	299	5
KDJ	PS0N6	Ag0	UU	m	52	52	189	21	4
KDJ	PS0N7	Ag4	UU	f	9	12	68	13	2
KDJ	PS0N8	Ag1	UU	f	10	13	66	15	4
KDJ	PS0N9	Ag4	UU	m	18	21	131	26	5
KDJ	PS0NA	X	UU	f	7	10	90	12	6
KDK	KDKPS000	X	UU	u	9	9	42	7	8
KDK	KDKPSUGP	X	UU	u	1	0	0	0	0
KDK	KDKPSUNK	X	UU	u	11	11	28	11	8
KDK	PS1H4	Ag2	C1	m	251	251	1946	311	146
KDK	PS1H5	Ag0	C1	f	69	66	422	76	23
KDK	PS1H6	Ag0	C1	f	79	72	300	79	41
KDK	PS1H7	Ag0	C1	f	62	63	487	80	30
KDK	PS1H8	Ag2	UU	f	18	17	68	19	7
KDK	PS1H9	Ag2	UU	f	46	40	254	43	30
KDK	PS1HA	Ag2	UU	f	31	28	116	34	19
KDL	KDLPSUGP	X	UU	u	3	0	0	0	1
KDL	KDLPSUNK	X	UU	u	227	216	930	216	100
KDL	PS0NX	Ag1	AB	f	501	529	3277	708	150
KDL	PS0NY	Ag5	UU	f	324	352	2542	598	184
KDL	PS0P0	Ag3	AB	f	266	276	2040	418	138
KDL	PS0P1	X	UU	u	15	15	79	25	5
KDL	PS0P3	Ag4	UU	f	46	49	466	82	19
KDL	PS0P4	Ag3	UU	f	8	8	33	8	3
KDM	KDMPSUGP	X	UU	u	553	2	2	2	543
KDM	KDMPSUNK	X	UU	u	404	419	2576	406	84
KDM	PS0PN	Ag4	C1	m	4657	5297	36385	5274	391
KDM	PS0PP	Ag4	C1	f	3904	4194	27593	4030	356
KDM	PS0PR	Ag5	UU	m	134	136	733	125	17
KDM	PS0PS	Ag4	UU	f	117	118	911	100	22
KDM	PS0PT	Ag4	UU	m	10	11	47	7	5
KDM	PS0PU	Ag4	UU	m	16	17	143	17	1
KDM	PS0PV	Ag4	UU	f	19	23	158	20	10
KDM	PS0PW	Ag4	UU	m	212	240	1170	225	39
KDM	PS0PX	Ag5	UU	f	140	178	1216	210	18
KDM	PS0PY	Ag5	UU	f	188	194	1211	177	82
KDM	PS0R0	Ag3	UU	m	15	17	120	19	8
KDM	PS0R1	Ag4	UU	f	60	65	477	64	19
KDM	PS0R2	Ag2	UU	f	26	26	234	15	5
KDM	PS0R3	Ag4	UU	m	97	108	764	125	22
KDM	PS0R4	Ag3	UU	m	83	86	494	59	22
KDM	PS0R5	Ag2	UU	f	49	43	205	36	17
KDM	PS0R6	Ag0	UU	m	4	4	6	1	1
KDM	PS0R7	Ag5	UU	f	229	247	1976	228	49
KDM	PS0R8	Ag0	UU	f	153	155	528	127	23
KDM	PS0R9	Ag0	UU	m	243	242	882	214	51
KDM	PS0RA	Ag0	UU	f	117	111	430	96	33
KDM	PS0RB	Ag2	UU	f	1045	1153	10126	1228	182
KDM	PS0RC	Ag5	UU	m	908	948	6947	928	109
KDM	PS0RD	Ag5	UU	m	316	318	2951	271	0
KDM	PS0RE	Ag3	UU	f	14	16	146	14	0
KDM	PS0RF	Ag5	UU	m	110	109	536	43	0
KDM	PS0RG	Ag4	UU	m	172	173	1589	182	1
KDM	PS0RH	Ag3	UU	f	50	46	310	22	0
KDM	PS0RJ	Ag3	UU	f	19	17	149	13	0
KDM	PS0RK	Ag5	UU	m	20	19	130	12	0
KDM	PS0RL	Ag3	UU	m	16	16	92	9	0
KDM	PS0RM	Ag5	UU	m	7	8	69	9	0
KDM	PS0RN	Ag2	UU	f	19	19	98	7	0
KDM	PS0RP	Ag5	UU	f	295	298	2611	208	0
KDM	PS0RR	Ag3	UU	f	608	663	3836	610	73
KDM	PS0RS	Ag1	UU	f	137	140	983	166	20
KDM	PS0RT	Ag5	UU	m	15	18	117	19	7
KDM	PS0RU	Ag5	UU	m	18	26	194	31	8
KDM	PS0RV	Ag4	UU	f	49	50	276	56	16
KDM	PS0RW	Ag4	UU	m	27	30	208	32	11
KDM	PS0RX	Ag2	UU	m	2	1	5	1	1
KDM	PS0RY	Ag5	UU	f	34	37	236	45	14
KDM	PS0S0	Ag4	UU	m	862	977	5805	901	122
KDM	PS0S1	Ag5	UU	f	103	114	727	117	18
KDM	PS0S2	Ag3	UU	f	8	10	31	11	1
KDN	KDNPSUGP	X	UU	u	253	6	9	2	265
KDN	KDNPSUNK	X	UU	u	312	269	1216	250	123
KDN	PS1HH	Ag4	DE	m	2217	3446	24164	4186	575
KDN	PS1HJ	Ag4	DE	f	1383	1527	11016	1540	721
KDN	PS1HK	Ag0	UU	f	308	320	1746	308	145
KDN	PS1HL	Ag2	UU	m	36	36	257	25	27
KDN	PS1HM	Ag3	UU	f	5	5	17	5	2
KDN	PS1HN	Ag0	UU	f	219	259	1126	262	102
KDN	PS1HP	Ag0	UU	m	915	916	5924	879	454
KDN	PS1HR	Ag3	UU	m	25	21	113	25	16
KDN	PS1HS	Ag1	DE	m	216	216	951	228	76
KDP	KDPPSUGP	X	UU	u	0	0	0	0	0
KDP	KDPPSUNK	X	UU	u	139	183	1390	237	108
KDP	PS0NB	Ag2	C1	m	978	1465	8253	1791	168
KDP	PS0NC	X	UU	u	514	687	3699	686	309
KDP	PS0ND	X	UU	u	258	228	1019	193	104
KDP	PS0NE	X	UU	u	159	201	1440	172	83
KDP	PS0NF	X	UU	u	25	25	137	20	9
KDP	PS0NG	X	UU	u	8	6	24	6	6
KDP	PS0NH	X	UU	u	159	198	1368	271	87
KDP	PS0NJ	X	UU	u	176	194	844	284	64
KDP	PS0NK	X	UU	u	22	26	156	50	7
KDR	KDRPSUGP	X	UU	u	0	0	0	0	0
KDR	KDRPSUNK	X	UU	u	236	231	1615	191	7
KDR	PS1K9	Ag4	AB	m	981	968	8325	1031	57
KDR	PS1KA	Ag3	AB	f	794	788	4913	540	46
KDS	KDSPSUGP	X	UU	u	0	0	0	0	0
KDS	KDSPSUNK	X	UU	u	24	16	178	18	19
KDS	PS0NR	Ag5	DE	f	820	1010	7109	1080	87
KDS	PS0NS	Ag3	UU	f	296	319	3649	346	141
KDS	PS0NT	Ag3	UU	f	63	75	556	77	19
KDS	PS0NU	Ag5	DE	m	84	71	447	62	37
KDS	PS0NV	Ag0	UU	m	23	17	123	20	14
KDS	PS0NW	Ag4	UU	f	440	744	3303	766	31
KDT	KDTPS000	X	UU	u	8	8	35	10	1
KDT	KDTPSUGP	X	UU	u	0	0	0	0	0
KDT	KDTPSUNK	X	UU	u	48	58	884	73	18
KDT	PS1CE	Ag2	C2	m	165	169	802	140	72
KDT	PS1CF	Ag2	C2	f	43	47	264	38	24
KDT	PS1CG	Ag2	UU	m	68	137	1311	188	54
KDU	KDUPSUGP	X	UU	u	0	0	0	0	0
KDU	KDUPSUNK	X	UU	u	239	161	1098	107	78
KDU	PS0S3	Ag4	AB	m	291	318	3945	476	13
KDU	PS0S4	Ag4	UU	m	169	168	1953	173	6
KDU	PS0S5	Ag5	UU	f	66	67	684	59	4
KDU	PS0S6	Ag4	AB	f	20	20	143	12	0
KDU	PS0S8	Ag2	AB	f	49	49	557	43	1
KDU	PS0S9	Ag5	UU	m	4	4	23	4	0
KDU	PS0SA	Ag4	UU	f	6	6	33	5	0
KDV	KDVPSUGP	X	UU	u	0	0	0	0	0
KDV	KDVPSUNK	X	UU	u	62	73	337	73	8
KDV	PS0SB	Ag3	C1	f	1434	1915	10650	2018	121
KDV	PS0SC	Ag0	C1	m	668	832	2928	848	153
KDV	PS0SD	Ag4	UU	f	37	62	231	65	12
KDV	PS0SE	Ag0	UU	f	13	11	27	11	2
KDV	PS0SF	Ag4	UU	f	36	41	213	42	11
KDV	PS0SG	Ag3	C1	m	63	70	440	83	5
KDV	PS0SH	Ag1	C1	f	853	1191	7146	1448	88
KDV	PS0SJ	Ag4	UU	f	811	1028	6181	1090	82
KDV	PS0SK	Ag5	UU	m	168	234	1432	294	23
KDW	PS001	X	UU	u	114	4	4	3	85
KDW	PS1C1	Ag3	DE	f	2756	3397	29031	3757	288
KDW	PS1C2	Ag4	UU	f	298	315	1297	327	35
KDW	PS1C3	Ag5	UU	f	219	237	680	225	26
KDW	PS1C4	Ag4	UU	f	186	216	1033	230	23
KDW	PS1C5	Ag5	UU	f	204	234	1140	233	35
KDW	PS1C6	Ag3	UU	f	164	193	1129	195	29
KDW	PS1J2	X	UU	u	157	184	740	186	27
KDW	PS1J3	X	UU	u	12	18	48	18	0
KDW	PS1J4	X	UU	u	105	115	582	129	15
KDW	PS1J5	X	UU	u	77	89	421	90	17
KDW	PS1J6	X	UU	u	400	517	2164	592	35
KDW	PS1J7	X	UU	u	86	92	421	80	18
KDW	PS1J8	X	UU	u	54	59	265	56	5
KDW	PS1J9	X	UU	u	199	265	1301	294	48
KDW	PS1JA	X	UU	u	51	58	316	64	7
KDW	PS1JC	X	UU	u	1	1	6	7	1
KDW	PS1JD	X	UU	u	261	439	5461	755	107
KDW	PS1JE	X	UU	u	159	156	617	149	37
KDW	PS1JG	Ag0	UU	m	258	269	1353	257	111
KDW	PS1JH	Ag0	UU	m	461	532	2998	534	119
KDW	PS1JJ	Ag3	UU	m	234	280	2518	329	55
KDW	PS1JK	X	UU	u	432	432	4323	398	11
KDW	PS1JN	X	UU	u	7	7	36	9	0
KDW	PS1JP	X	UU	u	226	383	3281	622	43
KDW	PS6TL	X	UU	u	167	178	926	192	49
KDX	PS001	X	UU	u	17	0	0	0	17
KDX	PS1CH	Ag1	C2	f	286	323	1999	342	122
KDX	PS1CJ	Ag4	C2	f	129	174	1128	204	97
KDX	PS1CK	Ag1	C2	m	123	184	1607	218	35
KDX	PS1CL	Ag4	C2	m	71	75	428	81	41
KDX	PS1CM	Ag2	UU	m	6	7	26	5	0
KDX	PS593	Ag1	UU	m	48	43	124	42	35
KDX	PS594	Ag1	UU	m	36	36	153	37	24
KDX	PS595	Ag1	UU	m	16	16	41	18	12
KDX	PS596	X	UU	f	22	23	106	25	23
KDX	PS597	X	UU	m	5	5	13	7	5
KDX	PS598	X	UU	f	112	131	895	140	37
KDX	PS599	X	UU	f	95	93	283	92	82
KDX	PS59A	X	UU	m	5	4	8	3	3
KDX	PS6TN	X	UU	u	15	13	75	20	9
KDY	KDYPSUGP	X	UU	u	0	0	0	0	0
KDY	KDYPSUNK	X	UU	u	19	22	167	32	5
KDY	PS0SV	Ag5	C1	m	362	448	3250	652	95
KDY	PS140	X	UU	f	258	322	2178	414	63
KDY	PS141	Ag5	C1	f	317	433	3585	568	94
KDY	PS142	X	UU	m	203	252	2006	432	108
KDY	PS143	X	UU	f	108	183	1665	243	34
KDY	PS144	X	UU	m	13	14	42	13	7
KDY	PS145	X	UU	f	71	146	1268	177	68
KDY	PS146	X	UU	f	7	10	48	11	1
KE0	KE0PSUGP	X	UU	u	0	0	0	0	0
KE0	KE0PSUNK	X	UU	u	657	563	3420	597	211
KE0	PS0SW	Ag1	C1	f	878	1055	5756	1140	168
KE0	PS0SX	X	UU	u	1442	1837	10535	2023	214
KE0	PS0SY	X	UU	u	551	583	2356	635	96
KE0	PS0T0	X	UU	u	228	275	1471	270	34
KE0	PS0T1	X	UU	u	347	391	2113	411	47
KE0	PS0T2	X	UU	u	25	26	108	27	3
KE0	PS0T3	X	UU	u	134	141	663	132	24
KE0	PS0T4	X	UU	u	141	166	882	180	5
KE0	PS0T5	X	UU	u	41	114	1112	167	5
KE1	KE1PSUGP	X	UU	u	0	0	0	0	0
KE1	KE1PSUNK	X	UU	u	579	412	2655	432	336
KE1	PS0TU	Ag1	AB	m	852	990	6618	1149	283
KE1	PS0TV	X	UU	u	117	136	672	139	37
KE1	PS0TW	X	UU	u	510	581	3129	664	155
KE1	PS0TX	X	UU	u	98	102	650	101	49
